NR,NREF,NFIX,NAUTH,LINES_SUM,LINES_MAX,LINES_AVG,CHURN_SUM,CHURN_MAX,CHURN_AVG,CHGSET_SUM,CHGSET_MAX,CHGSET_AVG,AGE,AGE_WEIGHTED,Impl,LOC.A,LOC.M,LOC.D,Size,Violations.Injected,Violations,Size.Next,Faultiness
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,239,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,248,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,128,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,17,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,26,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,40,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,30,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,102,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,58,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,12,22,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,2,12,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,19,12,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,11,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,0,9,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,0,3,43,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,4,9,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,3,9,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,100,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,47,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,145,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,89,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,53,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,143,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,21,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,115,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,6,9,FALSE
3,0,1,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,43,98,FALSE
4,0,4,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,35,TRUE
33,0,20,1,2,2,2,2,2,2,8,3,2,45,25,1,2,4,0,35,2,88,232,TRUE
5,0,3,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,59,90,FALSE
16,0,10,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,0,0,9,FALSE
17,0,5,0,0,0,0,0,0,0,0,0,0,44,24,0,0,0,0,0,0,0,11,FALSE
6,0,1,0,0,0,0,0,0,0,0,0,0,44,24,0,0,0,0,0,0,0,11,FALSE
7,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,110,54,FALSE
4,0,1,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,0,16,FALSE
3,0,3,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,78,44,FALSE
6,0,1,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,66,50,FALSE
6,0,2,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,95,32,TRUE
14,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,0,26,TRUE
12,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,64,144,TRUE
8,0,3,1,9,9,9,9,9,9,7,6,3,44,23,1,9,0,0,29,6,47,16,FALSE
9,0,3,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,0,0,20,TRUE
2,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,33,12,TRUE
1,0,0,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,17,10,TRUE
2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,11,FALSE
3,0,2,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,9,FALSE
2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,12,FALSE
3,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,10,FALSE
6,0,2,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,15,16,FALSE
2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,7,10,FALSE
5,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,28,FALSE
4,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,35,FALSE
7,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,16,19,FALSE
2,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,9,FALSE
